 	oocyte	sperm	placenta	trophoblast stem cell	episc	esc	HSC	Common Lymphoid Progenitor (CLP)	Common Myeloid Progenitor (CMP)	Granulocyte-Monocyte Progenitor (GMP)	Megakaryocyte-Erythroid Progenitor (MEP)	pre B Cell	B Cell	monocytes - classical	dendritic cell - plasmacytoid	macrophage	thymocyte DN	thymocyte - DP	T Cell	natural killer cells	neutrophils	microglia	erythroblast	spleen	Langerhans cell	lymph node stromal cell	medullary thymic epithelial	terminal bronchiolar epithelial cells	endothelial cell - gonad	endothelial cell - blood vessel	endothelial cell - lymphatic vessel	msc	osteoblast	keratinocyte	mef	fibroblast - cardiac	fibroblast - skin	fibroblast - thymus	myoblast	skeletal muscle	cardiomyocyte	mammary gland - lactating	adipose - white	adipose - brown	bladder	kidney	liver	lung	prostate	pituitary	thyroid	pancreas - islets	pancreas - whole	intestine - large	intestine - paneth cell	intestine - small	nsc	npc	neuron - glutamatergic	olfactory epithelium	retinal pigment epithelium	cornea	lens
Pbx4	0.001397834	0.001918666	-0.000749721	0.003548027	-0.001574048	-0.001585993	0.002312853	0.00211321	0.00025776	-0.000459694	0.00097691	-0.005243217	0.006012845	0.002063129	-0.003048902	-0.000979097	0.002088201	0.002053859	-0.003235568	-0.002136853	0.002002154	-0.000883848	-0.001800437	-0.00077924	-0.001290717	0.00050507	-0.001412908	-0.000964936	-0.001436379	-1.70E-05	-0.000653654	-0.000315914	-0.0004069	0.000188649	-0.000695231	0.002615189	0.000909825	-0.000558733	-0.001208594	-0.000192103	-0.000190431	0.000351743	0.000537425	-0.000711247	0.001029005	-0.000906982	0.00036856	0.000585957	-0.000849661	-0.000298278	0.000497911	-0.00079812	-0.000162484	0.000463292	0.00065891	-0.000307879	0.002914938	-0.001110794	-0.001730216	0.000300515	-0.000937465	-0.001605904	0.003800213
Pbxip1	-0.001345602	0.000243415	0.000868425	0.001584527	0.003050404	-0.003126124	0.000168168	0.000976494	-0.000746581	-0.00026934	0.000553471	0.001958266	-0.001151709	0.000151394	-0.000351062	-4.63E-05	0.001396075	0.000268817	-0.000352613	-3.94E-05	1.42E-05	-2.58E-05	-0.003193866	0.000157025	0.000829767	-0.000551974	0.000579943	0.000416097	-0.003151261	0.00106657	0.000235996	-0.000406094	0.000140339	-0.003267309	0.002310032	0.000227106	-0.000454092	-0.000222599	0.001287109	0.000503285	0.000433034	0.001011468	-0.000548917	-0.000272774	0.000285922	0.000401334	0.000376576	-0.00052643	0.000949258	-0.00022657	0.000315254	0.000894878	0.001013467	0.001520929	-0.004194377	0.00074052	0.002423707	-0.00103279	-0.002513485	-0.000158325	0.000575747	0.000449562	-0.00231504
Pcbd1	0.000753729	-0.002092348	0.002100617	-0.002056567	0.001936154	-0.002098332	-0.001355782	-0.001758468	-0.000429668	0.004774325	-0.000988082	-0.000972337	0.002218564	-0.002588135	-0.000977874	-0.001051675	-0.001035862	-0.000651666	0.000424909	-0.000828514	-0.000259766	0.000219563	0.001960645	-0.000235578	-0.00035596	-0.00137975	0.002135802	0.001745527	0.001956396	-0.003039807	0.003949026	-0.000944238	-0.000767697	-0.001938236	-0.002085377	-0.001580892	-0.000188972	-0.001826686	0.003317662	-0.00135585	-0.002843265	0.001186365	0.005089188	-0.003353137	0.001245549	0.001632052	0.000374234	0.001042352	0.000585687	0.001757151	0.00045029	0.001333811	0.000838682	0.00037181	1.11E-05	0.001381731	0.002386234	-0.000189412	-0.002037682	-0.001964642	-0.002432036	-0.001538027	0.001894485
Pcgf2	-0.001309775	0.000745175	0.001147214	0.000321154	0.000379782	0.000968802	-0.00182635	0.000494087	0.000614781	-0.000518731	-0.000108161	-0.000775967	0.000642756	-0.00126045	-0.00064444	-0.001376301	-2.74E-05	-0.002151582	-0.002400514	0.004487651	-0.000472555	-0.002017662	-0.001705093	-0.000547686	0.002063476	0.001591894	0.000770117	0.001608384	0.001107432	0.000423679	0.000961855	0.000190839	0.001574828	0.000848101	8.22E-05	-0.002586934	8.73E-05	0.00124278	0.001232649	-0.001255084	-0.001553496	-0.003696885	-0.000861062	-0.001125841	-0.002967784	-0.002190325	-0.001999255	0.002050649	0.000679289	-0.001039953	0.002500454	0.001072715	0.001890225	0.003196371	0.001421831	-0.003404119	0.000195609	-0.000831873	0.000451987	0.000804426	0.001374872	0.001078051	0.000494337
Pdlim1	0.000271935	0.000946258	0.000385096	-3.43E-05	0.000189299	0.000170553	0.00123212	-0.000309645	-8.83E-05	-1.20E-05	-0.000141784	-5.65E-06	0.000461181	0.000320713	0.000499802	0.000913441	0.000400969	0.000844868	-0.000679217	0.001227378	-0.002128693	-0.003444864	0.000189791	-0.000230432	0.000335404	0.000296137	0.000970391	3.90E-05	-0.000379222	0.00026955	-0.000100891	0.000750769	5.43E-05	-0.000182868	-0.000818589	0.000340144	-0.000190308	-0.000130632	-8.38E-05	0.000407157	0.001350262	-0.000700783	4.07E-05	0.00034935	1.45E-05	-0.004506557	0.000721814	0.000418467	0.001104648	-0.002454596	0.000292265	-0.002444559	0.001061173	0.000814218	-9.07E-05	-2.99E-06	0.000875067	0.000424682	-0.002057195	0.001645611	0.000962114	-0.000251294	0.000628403
Pdx1	0.001486589	-0.000373047	-0.000795257	-0.000109879	-0.000216462	-0.000448526	2.20E-06	0.000222723	0.000599375	-0.000480378	-0.000760848	0.000403649	-0.000286115	0.000115539	-0.00025595	-0.00036095	-0.000187844	-0.000402352	-0.000345293	2.68E-05	-0.000483345	0.000200089	-0.000614487	-0.000276349	0.000506275	-0.000369399	-0.000705982	-0.000128854	0.000177926	1.54E-05	3.48E-05	-0.000223718	-0.000135903	0.000120115	0.00034642	-0.000271491	-0.000117176	0.000131691	0.000184623	-3.21E-05	-7.05E-05	0.000440205	-0.000131292	-2.72E-05	-0.000401661	-0.000234007	-0.001712747	-0.000259728	-0.000460469	-0.001561916	0.000577104	0.003824984	0.003315368	-0.001879644	-0.001713006	0.005105776	5.12E-05	7.94E-05	-0.00083742	-0.000724597	-0.000184845	-0.000358669	-0.000190686
Peg3	-0.001673756	-0.002242996	0.001984553	0.001329837	1.22E-05	0.000709845	-0.001091626	0.000258144	1.60E-05	0.000999117	-0.001235502	-0.000421428	0.001297432	-0.000249955	-0.00014705	-0.000705476	-0.001130062	-0.000504817	0.000825483	-8.67E-05	-0.000134311	-0.001630714	0.000997614	-0.001047389	-0.001083815	0.001809356	0.001549802	0.001110059	0.000654164	-0.00218484	-0.002861992	-0.004846995	0.001537808	0.000741243	0.001406293	0.000350007	0.000498394	0.001532122	0.001572182	0.000368268	0.000163625	-6.56E-05	0.001384018	-8.49E-05	0.0007751	0.003963142	-0.003321259	-0.00381372	-0.003999547	-0.00020123	0.002035148	0.00139103	0.002047066	-0.002749835	0.003595432	-0.002193271	-0.00041379	-2.66E-07	0.000748672	0.000868134	0.000586846	0.000498054	0.000751465
Pgr	-0.000512827	-0.000252919	0.004293905	-0.000954312	0.000271188	-6.01E-05	6.25E-05	-6.09E-05	0.000312339	-0.000107265	-4.81E-05	-1.47E-05	-6.58E-05	-0.000524181	-5.48E-05	0.000362585	0.000451917	0.000171111	-0.000253163	3.56E-05	-0.000632531	0.000113319	-0.000335157	0.000125892	-0.000246494	4.27E-05	3.43E-05	0.000441505	-4.69E-05	-0.000295267	-0.000650158	-0.000206865	-0.000189342	-0.000164587	0.000105519	-0.000300472	-0.000118453	-0.000147098	-1.65E-05	-0.000104186	-4.40E-05	0.00011415	-8.34E-05	0.000207815	-0.000466403	3.76E-05	2.99E-05	-0.000457033	-8.54E-06	-0.000239004	-0.000111893	-0.000128686	-0.000115325	0.000321602	-0.000273583	-0.000539221	9.74E-07	-0.000382405	-0.000242701	-0.000117548	8.89E-06	-0.000148499	1.22E-05
Phc1	0.000517934	0.000292579	-3.67E-06	0.00011546	-0.000198506	-7.28E-05	-0.000311842	0.000100572	0.000348202	0.000208438	-3.13E-07	3.00E-06	0.000175508	0.000327232	0.000212827	-0.000511106	-0.000726805	-0.0003258	0.000508641	0.000207335	0.000406977	0.000188741	0.000905886	-0.000410549	0.000309407	0.000296891	0.000114796	0.000280346	-0.00026483	-0.000382014	0.000390127	5.60E-05	0.000139527	-0.000318361	-0.000703574	0.000240526	-0.000302559	5.23E-05	0.000424094	0.00047896	0.000196535	-0.000114956	-0.000279577	0.000589566	-0.000160753	0.000772015	-0.005057016	0.000315663	2.06E-05	-4.66E-05	0.000236681	4.64E-05	0.000920817	4.52E-05	0.000399741	0.000754719	0.000156412	0.000454323	8.75E-05	-1.42E-05	2.37E-05	0.000268599	-0.000168831
Pias3	-0.000811725	-0.00248017	-0.000885543	0.00079107	-0.00314653	0.002160311	0.000775249	0.001645243	-0.003127241	0.001790027	-0.002796626	0.001206426	0.001414216	-0.000159719	0.000957031	0.000480076	-0.000417964	-9.19E-05	0.000466092	0.000811972	0.000756918	-0.000545297	0.002722552	-0.005275595	0.001021444	0.001685771	-0.000142805	-0.002670424	-0.001490483	-0.000275463	0.000240887	-0.000339142	0.000367745	-0.001169868	-0.000467006	-0.000599232	-0.000889115	-6.19E-05	0.001676765	-0.004892582	0.001936521	2.79E-05	0.000286938	0.002836741	-0.000143093	0.002025254	-0.004611626	0.000733095	7.90E-05	-1.82E-05	0.00081917	-0.00025962	0.001028771	9.00E-05	0.000213867	0.001031147	-0.001528554	0.000455062	0.000729747	0.000844495	0.002448363	0.002900305	6.67E-05
Pias4	0.000992927	0.00016686	-0.000328272	0.000190009	0.000178067	-0.000105457	-0.000148222	3.06E-05	0.000895423	-0.000247821	0.000386525	-0.000416174	0.000262673	-0.000124436	-0.000103004	7.53E-05	-0.000783315	0.000422195	-3.53E-05	-0.000122704	0.000433675	-0.000247414	-0.000626348	0.000405533	0.000187002	0.000137553	0.000464872	-0.002839247	0.002433455	-0.000765703	-2.57E-05	-0.000169834	0.000308272	0.000509602	-0.000121858	-0.001813931	0.000690707	0.000531458	1.06E-05	-0.000198376	0.000210833	0.000269781	9.99E-05	-5.43E-05	0.000573903	-1.52E-06	0.000584841	0.00020184	5.19E-05	0.000174615	-2.22E-05	6.52E-05	-0.000311218	0.000134272	4.00E-05	0.000126937	-0.002455653	-7.22E-05	0.00095047	0.000428243	0.001996425	-0.002185175	0.00019693
Pir	-0.001011685	-0.000526922	-0.00189066	0.001775348	0.000826915	0.00128495	-0.000934752	-0.000396163	-0.001243913	-7.22E-05	-0.000956681	-0.001376071	-0.000875116	-9.80E-05	0.006121062	-0.001707344	0.000370174	0.000422078	-0.000891093	0.000207753	-0.000144799	-0.001555627	0.002659005	-0.001699285	-0.001242778	-0.002969982	-0.000398627	0.001276161	-0.001411371	0.000268702	-0.0012431	0.00132196	0.001727485	0.001554594	0.000304998	-0.001198654	0.003783015	-0.003508047	0.00119437	0.000462091	0.001558185	-0.000626455	0.001842834	0.000685759	0.000388331	-0.003104464	0.00320121	0.002382443	-0.001797257	-0.001188	0.001194844	-0.000959919	-0.001575909	0.004271504	-0.002745286	-0.003077073	-0.001714857	-0.001713083	-0.000160526	0.001599919	0.001374952	0.001582833	-0.001307814
Pitx1	3.08E-05	-0.001008664	-0.000742507	-0.000322671	0.000221737	-0.000129586	-2.04E-05	-0.000832101	0.00086562	-0.000417875	0.000381031	-0.00051942	-0.000721015	-0.001293719	-0.000371109	0.000738314	-0.000271827	0.002799603	-0.002398369	0.004069146	0.002234159	-0.001703912	0.000597407	-0.000518505	-0.000703115	7.00E-05	-0.000946224	-0.001198291	2.86E-05	0.000280219	-3.39E-05	0.004833901	-0.00025252	-0.000310778	-0.001711701	-1.18E-05	-0.000313789	-0.000820438	-0.001323868	-0.001293655	-0.000317169	-0.001547968	0.000353902	-0.000315311	0.005512582	-0.000889095	0.000616449	-0.000384138	-0.001139074	0.00383766	-0.000874305	-0.002073235	-0.001680969	-0.00079236	0.00073029	0.00016492	-0.000190301	-0.000238875	-0.001299187	0.003174621	-0.000811367	3.87E-05	0.000428235
Pitx2	-0.000447798	-0.000380115	-0.000196376	-0.000609484	0.003781033	-0.001916845	8.91E-05	-0.000326296	5.14E-05	-0.000247901	3.69E-05	-1.04E-05	9.41E-05	-3.39E-05	-0.000270799	0.000639971	-0.000418105	-6.50E-05	0.000489447	0.000114318	-0.000313313	-0.000109741	0.00041518	-0.000441936	0.000123644	-9.55E-05	-7.02E-06	-0.00062015	-0.00027891	-5.73E-05	0.000499686	-0.000786353	0.000110817	-0.000547377	-0.000815446	0.000115875	-0.000368192	-0.000307379	0.003644892	-0.000508353	-0.00059721	-0.002071703	-1.66E-05	-0.000221374	0.005053159	0.000166028	0.000262346	0.000119691	-0.001157447	0.004537439	-0.001202928	-0.001541583	-0.000578496	-0.000643492	-0.000156383	0.000325964	-0.000654046	-0.001103604	-0.000856871	-0.000750977	-0.000346344	0.000140725	-0.000387577
Pitx3	-3.67E-06	0.000229962	-0.001136544	-0.000170682	-0.001096898	-0.000193707	-0.000115518	-0.000478421	-0.00123812	0.000839302	-0.001135973	-0.00112942	-0.001639849	0.000130792	0.00513007	-0.002215873	-0.002800693	0.000641762	0.003437014	-0.000418756	-0.000103226	0.000336803	0.001842447	0.000309039	0.001282182	0.002795771	0.000327656	-9.13E-05	0.000135801	-0.002792638	-0.000197035	-0.000546606	-0.002111966	-0.000470939	-0.001075655	2.88E-05	0.002958442	-0.002474033	0.004752433	-0.002477577	0.000529247	-0.000693852	7.76E-05	-0.000215191	-0.000207708	0.000183356	0.001636798	-0.000698935	-7.03E-05	-0.000428837	0.000507184	-0.001043085	0.000714771	0.000874134	-0.000421803	-0.000790009	-0.000248363	-0.001510038	-7.41E-05	8.46E-05	-0.00027814	-0.000419824	0.00342781
Pkn1	-0.001285346	0.000189701	-0.000165539	0.00059152	-0.003484824	0.001762475	-0.00011488	-0.000183975	0.000412928	0.000104785	0.000528219	-0.000180746	7.72E-06	-0.000160576	0.0003264	0.000210737	5.84E-05	0.00022357	-0.000144375	-0.000248245	0.00038476	1.42E-05	-0.00011511	9.48E-05	0.00058751	-1.47E-05	0.000218737	0.0013452	0.001703623	-0.000665752	0.000229917	-0.000293379	0.000252852	-0.004028861	0.000916194	-0.002600356	0.000207115	0.000539496	0.000681313	-0.000339954	-0.000495501	0.001027813	2.41E-05	0.000371749	0.000357025	-7.82E-06	-0.000499536	-0.000673465	0.00034789	-0.000418159	0.000325032	0.000203634	-0.000105598	0.000185755	0.000778192	-0.000353087	-0.003222573	0.001036376	0.001152521	9.66E-05	0.001021314	0.001352242	0.000350801
Pknox1	-0.001047491	0.001889674	0.00079641	0.000682798	-0.002079341	0.001059442	0.000622494	-0.000125214	-0.000212406	0.000131001	-0.000941622	0.000170702	-0.000193662	-0.000657432	0.000483888	0.00086631	0.001037106	-0.000291515	-0.000793251	0.000408738	0.000720967	0.000765054	0.000950265	0.000978047	0.000525653	0.001380707	-0.002928768	-0.001287107	-0.002431825	0.000376074	-7.42E-05	0.000495566	-0.003757164	-0.001532608	0.002281442	0.002091885	0.001710319	0.001172064	0.001185037	0.002192777	-0.003602669	0.000106037	-0.002281469	-0.001746813	-0.000522639	0.00121429	0.001840993	0.002231607	-0.001198775	-0.003510952	-0.001257324	0.002980404	-0.00263369	0.002514839	-0.001850343	0.00018923	0.002870332	-0.001640444	0.00068995	0.001379225	-0.001830497	-0.001432493	0.001209205
Pknox2	-0.000472946	-0.000176303	-0.000703696	-0.000195644	-0.00016684	-0.000451667	-0.000538546	-0.000672481	0.00026463	-0.000423432	0.000108208	-0.00044684	-9.08E-05	0.000117215	0.000344621	0.000686248	0.000100595	7.07E-05	-8.72E-05	-0.000504014	-0.000224283	0.000232695	0.000256822	1.94E-05	-0.000362866	-0.000348887	-0.000112537	-0.000403841	-0.000123086	-0.001031041	-0.00011547	-0.000451093	0.000469021	-0.000445717	-0.000439816	0.000321614	-0.001017831	2.13E-05	-0.001138495	0.005153581	-0.002504409	-0.000672207	0.000120504	-0.000444854	-0.001739347	-0.001505138	-0.000682956	0.004879625	0.004552473	-0.000624824	-0.0018062	-0.001291307	-0.000546361	-0.000219108	-0.000934924	0.000587736	-0.001502582	0.001591365	0.002258792	-0.000688036	-0.000251402	0.000598403	0.002597896
Plag1	0.001487311	-0.000461183	-0.000301598	-0.001013764	0.002466964	-0.002127115	0.005594601	-0.00428674	-0.001788129	-0.000304291	0.000223013	0.00508601	-0.00164444	0.00017747	-0.001186267	0.000247472	-0.001511261	-0.000136887	-8.45E-05	-0.000466508	-2.21E-05	-0.000441919	-0.000527612	-0.000714271	0.000578057	0.001156871	-0.000120158	-0.000752613	0.002990543	-0.001512623	-0.000677268	-0.000831044	-7.97E-05	0.00356498	-0.002331861	-0.000194922	0.000191112	-1.55E-05	0.002626808	3.21E-05	-0.000209829	-0.003215797	0.000174617	-0.000119979	-0.000836395	-0.0001684	0.00062274	-0.001633639	-0.001463288	0.002990444	0.004060513	0.00239539	-0.000382326	-0.000465166	-0.002581601	0.001856234	-0.002013679	0.000974219	-0.001978406	-0.001254567	-0.001252048	-0.00030624	0.001694425
